"id","name","type","platform","genres","developer","publisher","release_date","release_precision","release_year","release_month","release_day","main_story_polled","main_story","main_plus_sides_polled","main_plus_sides","completionist_polled","completionist","all_styles_polled","all_styles","single_player_polled","single_player","co_op_polled","co_op","versus_polled","versus"
"156522","The Barbie Diaries: High School Mystery","game","Game Boy Advance","Adventure","Activision","Activision Value","2006-10-30","day","2006","10","30","","","","","1","0.72","1","0.72","","","","","",""
"156531","Little Chef","game","Mac, PC","","Julien","Julien","2023-06-02","day","2023","6","2","","","","","2","0.6","2","0.6","","","","","",""
"156535","The Chef's Shift","game","Mac, PC","Simulation","Panitia GameDev","Catoptric Games","2025-03-31","day","2025","3","31","1","8.89","2","11.0","5","12.62","8","9.9","1","8.89","","","",""
"156540","Mirage Feathers","game","PC","Action","oyasumi Workshop","oyasumi Workshop","2024-09-06","day","2024","9","6","19","1.25","1","1.98","10","2.51","30","1.69","19","1.25","","","",""
"156542","Fragrant Story and Papaya's Path","game","Nintendo Switch","Role-Playing, Strategy/Tactical","Squire Games","Penguin Pop Games","2024-08-26","day","2024","8","26","3","9.17","3","14.83","3","33.33","9","17.28","3","9.17","","","",""
"156556","Project Homecoming Haven","game","PC","Simulation","Toge Productions","Toge Productions","2024-02-03","day","2024","2","3","1","0.22","","","2","0.28","3","0.24","1","0.22","","","",""
"156581","Deep Snake","game","PC","Action","dietzribi","dietzribi","2025-08-22","day","2025","8","22","","","","","1","0.5","1","0.5","","","","","",""
"156585","The Adventures of Nerdstan","game","PC","Action, Adventure","SmallRiverStudio, Abdullah Al Bajjali","SmallRiverStudio","2024-06-17","day","2024","6","17","2","5.25","2","5.54","2","5.63","6","5.39","2","5.25","","","",""
"156590","Bleeding Roots","game","PC","Horror, Third-Person","Mechanikoi","Mechanikoi","2024-09-07","day","2024","9","7","4","0.26","3","0.31","6","0.4","13","0.31","4","0.26","","","",""
"156594","Not For Broadcast: The Timeloop","dlc/expansion","PC","First-Person, Full Motion Video (Fmv), Simulation","NotGames","tinyBuild","2024-08-29","day","2024","8","29","1","5.0","3","5.04","2","6.49","6","5.39","1","5.0","","","",""
"156614","K-1 Premium Dynamite!!","game","PlayStation 2","Arcade, Fighting, Side, Sports","FEG","D3 Publisher","2004-12-22","day","2004","12","22","1","0.83","","","","","1","0.83","1","0.83","","","",""
"156622","Before They Wake","game","PC","Adventure, Simulation","Studio WhatHunts","Studio WhatHunts","2024-08-23","day","2024","8","23","1","0.45","","","","","1","0.45","1","0.45","","","",""
"156625","PrideGP Grand Prix 2003","game","PlayStation 2","Fighting, Sports","Capcom, Dream Factory","Capcom","2003-11-13","day","2003","11","13","1","0.27","","","","","1","0.27","1","0.27","","","",""
"156627","Lovely Lady RPG","game","Linux, Mac, PC","Point-And-Click, Visual Novel","Das Kunstkollektiv","Das Kunstkollektiv","2024-09-07","day","2024","9","7","1","3.28","1","7.25","1","19.87","3","8.69","1","3.28","","","",""
"156628","Galaxy Burger","game","PC","Simulation","Galactic Workshop","Galactic Workshop","2024-08-23","day","2024","8","23","3","6.93","","","","","3","6.93","3","6.93","","","",""
"156631","AtmaSphere 2","game","PC","Action, Adventure","Mazen Games","TheGamesFortress","2024-08-03","day","2024","8","3","1","0.57","","","1","1.92","2","1.24","1","0.57","","","",""
"156633","A Park Full of Cats","game","Linux, PC","Hidden Object","Devcats","Devcats","2024-09-09","day","2024","9","9","20","0.8","9","0.86","60","1.54","89","1.32","20","0.8","","","",""
"156635","PowerWash Simulator - Cruise Ship Sun Deck","dlc/expansion","Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S","First-Person, Simulation","FuturLab","Square Enix","2024-08-01","day","2024","8","1","7","0.96","1","0.97","10","1.04","18","1.0","7","0.96","","","",""
"156638","Liquidum","game","Linux, Mac, PC","Strategy/Tactical","Marvellous Soft","Marvellous Soft","2024-02-21","day","2024","2","21","","","1","3.07","","","1","3.07","","","","","",""
"156639","Rogue Trooper","game","Amiga, Amstrad CPC, Atari ST, Commodore 64, ZX Spectrum","Adventure","Krisalis Software","Krisalis Software","1986-00-00","day","1986","0","0","","","","","5","6.0","5","6.0","","","","","",""
"156640","Harrowed World: What's Past Is Portents","game","Linux, Mac, PC","Adventure","Pennyvale Media","Pennyvale Media","2024-06-11","day","2024","6","11","1","0.25","1","0.5","1","0.68","3","0.49","1","0.25","","","",""
"156642","Poltergeist Watcher","game","Linux, Mac, PC","Adventure","DuckGod","DuckGod","2024-05-02","day","2024","5","2","1","0.85","","","","","1","0.85","1","0.85","","","",""
"156660","Spray Paint Simulator","game","PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S","Simulation","North Star Video Games","Whitethorn Games","2025-05-29","day","2025","5","29","14","7.78","9","11.81","13","11.91","36","10.49","14","7.78","","","",""
"156662","Space Adventure Cobra: The Awakening","game","Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S","Action, Platform, Scrolling, Side","Magic Pockets","Microids","2025-08-26","day","2025","8","26","2","7.33","1","11.7","","","3","8.23","2","7.33","","","",""
"156665","Carmen Sandiego","game","Mobile, Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S","Adventure, Puzzle","Gameloft","Gameloft","2025-03-04","day","2025","3","4","2","6.91","2","10.25","","","4","9.04","2","6.91","","","",""
"156670","The Hidden Art of Innkeeping","game","PC","Adventure, Simulation","SeaPhoenix","SeaPhoenix","2024-09-03","day","2024","9","3","2","6.01","1","12.63","1","15.0","4","9.62","2","6.01","","","",""
"156679","A Night With: Spirit","game","Linux, Mac, PC","Role-Playing, Simulation","Naughty Narratives","Naughty Narratives","2024-09-05","day","2024","9","5","4","0.17","1","0.23","2","0.32","7","0.22","4","0.17","","","",""
"156686","Doomba","game","PC","Simulation","Malachi Franson, Rees Jackson, Joshua Watson","Ringling College of Art and Design","2024-08-27","day","2024","8","27","1","0.4","","","","","1","0.4","1","0.4","","","",""
"156687","The Final Prize is Soup","game","Linux, PC","Adventure","4noki","Quill Yuri","2024-08-27","day","2024","8","27","","","","","1","5.7","1","5.7","","","","","",""
"156690","ColorCoordination","game","PC","Puzzle","El Demso","El Demso","2024-08-29","day","2024","8","29","1","0.85","","","","","1","0.85","1","0.85","","","",""
"156693","The Bridge to Yesterday","game","PC","Adventure","Psionic Slug Studios","Psionic Slug Studios","2024-08-30","day","2024","8","30","","","","","1","0.7","1","0.7","","","","","",""
"156697","Plants Huddled Together","game","PC","Puzzle","Catnip studio","Catnip studio","2024-08-29","day","2024","8","29","","","","","9","2.28","9","2.28","","","","","",""
"156698","Luna Fantasia","game","Mobile","Massively Multiplayer, Role-Playing","Majamojo Games","","0000-00-00","day","0","0","0","1","9.13","","","","","1","9.13","1","9.13","","","",""
"156711","Trondheim Trilogy","mod","PC","First-Person, Shooter","","","0000-00-00","day","0","0","0","1","3.17","","","","","1","3.17","1","3.17","","","",""
"156712","The Burst","game","Meta Quest, PC","First-Person, Shooter, Virtual Reality","GoRapid Studio","GoRapid Studio","2024-08-08","day","2024","8","8","2","7.35","","","","","2","7.35","2","7.35","","","",""
"156717","Devil's Hideout","game","Linux, Mac, PC","Adventure","Cosmic Void","Cosmic Void","2024-09-10","day","2024","9","10","2","1.88","2","2.21","1","2.33","5","2.12","2","1.88","","","",""
"156721","Nif Nif","game","PC","Strategy/Tactical","Springfox Games","Springfox Games","2025-04-01","day","2025","4","1","","","1","2.0","1","9.2","2","5.6","","","","","",""
"156735","CalorieMate LIQUID FOR GAME CREATORS","game","PC","Action, Adventure, Platform, Third-Person","CalorieMate Games","CalorieMate Games","2024-09-11","day","2024","9","11","2","0.25","1","0.67","","","3","0.55","2","0.25","","","",""
"156746","Commando Collection","game","PC","Action","Macrojoy","Macrojoy","2024-07-26","day","2024","7","26","1","3.25","","","","","1","3.25","1","3.25","","","",""
"156755","Half-Life: ESCAPE 2.0","mod","PC","Action, First-Person","RETROtastisch","RETROtastisch","2024-03-13","day","2024","3","13","6","2.81","1","3.3","1","4.5","8","3.12","6","2.81","","","",""
"156757","Ale & Tale Tavern","game","PC","First-Person, Simulation","Scienart Games","GrabTheGames, UpgradePoint","2024-09-05","day","2024","9","5","3","7.64","8","10.06","12","18.0","23","14.64","3","7.64","3","12.83","",""
"156762","Kokoro Connect: Yochi Random","game","PlayStation Portable","Visual Novel","AI Publisher: Bandai Namco Games","AI Publisher: Bandai Namco Games","2012-11-22","day","2012","11","22","","","1","10.0","","","1","10.0","","","","","",""
"156763","Childhood Love","game","Mac, PC","Visual Novel","Mirin","Mirin","2024-06-26","day","2024","6","26","","","","","1","1.5","1","1.5","","","","","",""
"156765","Early Mellow","game","PC","Adventure","stramzer, 87sabins","stramzer","2024-09-12","day","2024","9","12","","","","","1","0.25","1","0.25","","","","","",""
"156785","VRChat: Stormy Cave","game","","","","","","","","","","","","","","","","","","","","1","3.88","",""
"156789","Coralina: A Memory Tale","game","PC","Adventure, Role-Playing, Strategy/Tactical","Gabriel Maki","ZNT Productions","2024-09-13","day","2024","9","13","","","1","2.18","1","3.2","2","2.69","","","","","",""
"156790","boil Noodles at Night","game","PC","First-Person, Horror","ardyk","ardyk","2023-10-01","day","2023","10","1","1","0.24","1","0.32","1","0.37","3","0.31","1","0.24","","","",""
"156793","Late Homework","game","PC","Adventure","sodaraptor","Raptorsoft Games","0000-00-00","day","0","0","0","9","1.93","4","2.6","2","3.58","15","2.23","9","1.93","","","",""
"156795","Ignited Entry","game","PC","Adventure, First-Person, Horror, Real-Time","JordiBoi","JordiBoi","2024-09-07","day","2024","9","7","2","1.15","","","1","1.19","3","1.17","2","1.15","","","",""
"156797","Night Doner","game","Mac, PC","","eys","eys","2024-09-03","day","2024","9","3","1","0.59","","","","","1","0.59","1","0.59","","","",""
"156809","Piczle Cross: Rune Factory","game","Nintendo Switch, PC","Puzzle","Score Studios","Rainy Frog","2025-02-20","day","2025","2","20","","","4","60.0","1","86.75","5","68.28","","","","","",""
"156810","Kamitsubaki City Regenerate","game","Nintendo Switch, PC, PlayStation 4","Adventure, Visual Novel","Kamitsubaki Studio, Orange","Kamitsubaki Studio","2025-03-13","day","2025","3","13","1","16.58","","","","","1","16.58","1","16.58","","","",""
"156811","Darksword: Battle Eternity","game","Meta Quest, PC","Action, Role-Playing","Com2uS ROCA","Com2uS ROCA","2023-12-17","day","2023","12","17","1","9.0","","","","","1","9.0","1","9.0","","","",""
"156812","Achilles: Survivor","game","Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S","Action","Dark Point Games","Dark Point Games","2025-01-29","day","2025","1","29","4","3.98","4","34.41","2","35.2","10","25.7","4","3.98","","","",""
"156815","Fears to Fathom - Woodbury Getaway","game","PC","Adventure","Rayll Studios","Rayll Studios","2024-09-12","day","2024","9","12","34","2.01","6","2.06","10","2.7","50","2.14","34","2.01","","","",""
"156817","Twin Love R","game","Linux, PC","Visual Novel","Murasame","Murasame","2021-11-07","day","2021","11","7","1","1.83","","","","","1","1.83","1","1.83","","","",""
"156818","Doom: TNT - Evilution","mod","PC","First-Person, Shooter","","","1996-06-17","day","1996","6","17","4","6.11","5","6.14","4","12.91","13","7.9","4","6.11","","","",""
"156819","Doom: The Plutonia Experiment","game","PC","First-Person, Shooter","","","1996-06-17","day","1996","6","17","5","6.23","7","7.03","3","9.05","15","7.52","5","6.23","","","",""
"156828","Backwater Eulogy","game","PC","Visual Novel","Wurm Fud","Wurm Fud","2024-08-26","day","2024","8","26","3","0.13","","","1","0.17","4","0.15","3","0.13","","","",""
"156831","Zelda: Escape From The Facility","hack","Nintendo 64","Action, Adventure, Real-Time, Third-Person","CDi-Fails","CDi-Fails","2023-00-00","day","2023","0","0","2","1.24","","","1","2.57","3","1.62","2","1.24","","","",""
"156840","A Solitaire Mystery","game","PC","Card Game","Hempuli","Hempuli","2023-04-16","day","2023","4","16","1","20.2","","","2","46.15","3","41.75","1","20.2","","","",""
"156843","City of Nightmares","game","PC","Adventure","Kizuna Game Studio","Kizuna Game Studio","2025-02-04","day","2025","2","4","1","0.75","","","","","1","0.75","1","0.75","","","",""
"156848","Mega Mosaic","game","Mac, PC","Puzzle","Mark French","Divide The Plunder","2024-05-02","day","2024","5","2","","","","","21","34.94","21","34.94","","","","","",""
"156851","Where Christmas Elves","game","PC","Hidden Object","冷笑黑妖","冷笑黑妖","2023-11-21","day","2023","11","21","","","","","1","0.2","1","0.2","","","","","",""
"156853","Where Sacabamba Aspises","game","PC","Hidden Object","冷笑黑妖","冷笑黑妖","2023-12-19","day","2023","12","19","","","","","2","0.22","2","0.22","","","","","",""
"156861","Mini Mania","game","PC","Adventure, Simulation","Pixel Playground Studio","Pixel Playground Studio","2024-08-29","day","2024","8","29","1","0.29","","","1","0.33","2","0.31","1","0.29","","","",""
"156862","Mute Crimson DX","game","Linux, PC","Action, Platform","Iced Lizard Games","Iced Lizard Games","2024-08-16","day","2024","8","16","1","3.7","","","","","1","3.7","1","3.7","","","",""
"156863","Smashing Simulator Idle","game","Linux, PC","Incremental, Simulation","WalkingCatStudios","WalkingCatStudios","2024-08-20","day","2024","8","20","","","","","3","358.19","3","358.19","","","","","",""
"156873","OCTAMETA","game","Mac, PC","Simulation, Strategy/Tactical","AQin_Gomeisa","AQin_Gomeisa","2024-01-26","day","2024","1","26","","","","","1","0.5","1","0.5","","","","","",""
"156881","Neon Inferno","game","Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S","Action, Scrolling, Shooter, Side","Zenovia","Zenovia","2025-11-20","day","2025","11","20","15","2.54","5","4.87","","9.34","20","2.85","15","2.54","","","",""
"156882","Fate Trigger: The Novita","multi","Mobile, PC, PlayStation 5, Xbox Series X/S","Massively Multiplayer, Shooter","Saroasis Studios","Saroasis Studios","2025-00-00","day","2025","0","0","1","5.0","","","","","1","5.0","1","5.0","","","",""
"156899","The Adventure of Ninomae Ina'nis","game","PC","Action","Minimum Wage Media","holo Indie","2024-09-11","day","2024","9","11","3","0.48","","","1","6.0","4","1.18","3","0.48","","","",""
"156910","Satellite Odyssey: Prologue","game","PC","Adventure, First-Person","Antifreeze Games","Antifreeze Games","2024-08-30","day","2024","8","30","3","0.93","","","1","2.05","4","1.09","3","0.93","","","",""
"156920","Malhunt","game","Linux, Mac, PC","Horror","Teriall","Teriall","2024-09-15","day","2024","9","15","2","0.28","","","","","2","0.28","2","0.28","","","",""
"156929","Two Against the Legion","multi","PC","Action, Adventure","UFO CAT GAMES","Little Bittle","2022-03-06","day","2022","3","6","","","","","1","0.65","1","0.65","","","","","",""
"156950","Beyond the Harbor: R","game","Linux, Mac, Mobile, PC","Text, Visual Novel","Harmonious","Harmonious","2020-02-25","day","2020","2","25","","","","","1","3.0","1","3.0","","","","","",""
"156954","Roguecraft","game","PC","Action, Strategy/Tactical","CraftCoreGames","CraftCoreGames","2025-07-22","day","2025","7","22","1","1.67","","","","","1","1.67","1","1.67","","","",""
"156963","In My Head","game","PC","Adventure, Simulation","JustTomcuk","JustTomcuk","2024-09-05","day","2024","9","5","2","0.82","","","","","2","0.82","2","0.82","","","",""
"156976","Envelope","game","PC","Adventure","Skaar Game Productions, Numme","Skaar Game Productions","2024-09-04","day","2024","9","4","","","1","6.0","","","1","6.0","","","","","",""
"156985","Wildkeepers Rising","game","Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S","Action, Roguelike","Lioncode Games","Lioncode Games","2025-03-31","day","2025","3","31","1","5.0","","","1","12.5","2","8.75","1","5.0","","","",""
"156987","Rose & Camellia Collection","game","Nintendo Switch","Fighting, Sports","Nigoro","WayForward","2024-04-16","day","2024","4","16","","","","","1","1.77","1","1.77","","","","","",""
"157020","Diluvian Ultra: Awakening","game","PC","Action","Cresthelm Studios","Fulqrum Publishing","2024-09-16","day","2024","9","16","4","0.72","","","4","0.73","8","0.72","4","0.72","","","",""
"157022","Hydrangea","game","Linux, Mac, PC","Visual Novel","Meiri Games","Meiri Games","2024-09-13","day","2024","9","13","2","0.93","","","","","2","0.93","2","0.93","","","",""
"157024","[SUBJECT]","game","PC","Adventure, First-Person, Horror","RUDZKI","RUDZKI","2023-04-13","day","2023","4","13","1","0.92","","","","","1","0.92","1","0.92","","","",""
"157027","MONPIC: The Hatchling Meets a Girl","game","Mobile, Nintendo Switch, PC","Adventure","Cacalia Studio","Happy Elements","2024-11-14","day","2024","11","14","1","3.0","","","1","3.3","2","3.15","1","3.0","","","",""
"157034","The Spell Brigade","game","Linux, PC","Action, Role-Playing, Top-Down","Bolt Blaster Games","Bolt Blaster Games","2024-09-16","day","2024","9","16","7","3.1","4","13.44","1","40.0","12","7.07","7","3.1","","","",""
"157042","Crazy Kong","game","Arcade","Arcade, Platform, Side","Falcon","Falcon","1981-00-00","day","1981","0","0","1","0.48","","","","","1","0.48","1","0.48","","","",""
"157048","Secret with Sophia -Lite version-","game","Mobile, PC","Text, Visual Novel","Megami Soft","DLsite","2024-03-28","day","2024","3","28","","","1","4.9","1","6.92","2","5.91","","","","","",""
"157056","Prince of Persia: The Lost Crown - Mask of Darkness","dlc/expansion","Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S","Action, Adventure","Ubisoft Montpellier","Ubisoft","2024-09-17","day","2024","9","17","10","3.39","16","4.29","41","4.5","67","4.23","10","3.39","","","",""
"157061","The Fable: Manga Build Roguelike","game","Nintendo Switch, PC","Card Game, Roguelike","Mono Entertainment","Kodansha","2025-11-05","day","2025","11","5","1","0.67","","","","","1","0.67","1","0.67","","","",""
"157062","Rivals of Aether II","game","PC","Fighting","Aether Studios","Aether Studios","2024-10-23","day","2024","10","23","6","5.55","1","7.5","","","7","5.87","6","5.55","1","21.25","4","14.98"
"157078","Nine Provinces: Caravan","game","PC","Simulation","BigLight.Games, Xbgzs","BigLight.Games, NPC Entertainment","2021-02-26","day","2021","2","26","","","","","1","54.87","1","54.87","","","","","",""
"157079","Machinika: Atlas","game","Mobile, PC","Adventure, Puzzle","Littlefield Studio","Dear Villagers","2024-09-17","day","2024","9","17","7","3.8","7","4.06","5","4.77","19","4.12","7","3.8","","","",""
"157085","Beyond Shadowgate","game","PC","Adventure, First-Person, Point-And-Click","Zojoi, GrahfMetal","Zojoi","2024-09-19","day","2024","9","19","4","8.14","3","8.36","1","9.48","8","8.36","4","8.14","","","",""
"157090","Love Alone Death","game","Mac, PC","Adventure, Horror, Point-And-Click","vivid selfish","vivid selfish","2023-10-31","day","2023","10","31","2","0.39","","","2","1.36","4","0.88","2","0.39","","","",""
"157091","I Love Finding Cats & Pups","game","Mac, PC, PlayStation 5","Hidden Object","Tiny Little Lion","Boomzap","2023-07-11","day","2023","7","11","3","3.45","2","3.9","1","4.47","6","3.76","3","3.45","","","",""
"157096","Off Air","game","PC","Action","Logan Smith, Leonard Sharpe, James Schaub, Emmanuel Peterson, Gabriel Denny","Team Restarted","2024-05-31","day","2024","5","31","2","1.37","","","","","2","1.37","2","1.37","","","",""
"157098","Sausage Hunter","game","PC","Adventure","Banger Chasers","Banger Chasers","2020-06-17","day","2020","6","17","","","1","0.18","","","1","0.18","","","","","",""
"157099","FLOOR 9","game","Mac, PC","Action, Adventure, Simulation","Room Games","Room Games","2024-09-09","day","2024","9","9","3","0.68","","","","","3","0.68","3","0.68","","","",""
"157103","Night Manor","dlc/expansion","PC","Adventure, Horror, Point-And-Click, Puzzle","Mossmouth","Mossmouth","2024-09-18","day","2024","9","18","6","2.35","2","2.54","13","2.65","21","2.43","6","2.35","","","",""
"157104","Caramel Caramel","dlc/expansion","PC","Arcade, Scrolling, Shooter, Side","Mossmouth","Mossmouth","2024-09-18","day","2024","9","18","5","3.14","1","4.0","8","3.36","14","3.41","5","3.14","","","",""
"157105","Mooncat","dlc/expansion","PC","Platform, Side","Mossmouth","Mossmouth","2024-09-18","day","2024","9","18","29","0.81","2","1.61","17","2.45","48","1.26","29","0.81","","","",""
"157116","Skillwood","game","Mac, PC","Simulation","sshulin","sshulin","2024-06-20","day","2024","6","20","","","","","2","1.32","2","1.32","","","","","",""
"157119","Total Maidness!","game","Linux, Mac, Mobile, PC","","OnionCuttingNinja","OnionCuttingNinja","2023-04-14","day","2023","4","14","","","1","7.73","","","1","7.73","","","","","",""
"157123","Like a Dragon: Pirate Yakuza in Hawaii","game","PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S","Action, Adventure","Ryu Ga Gotoku Studio","SEGA","2025-02-21","day","2025","2","21","52","17.01","211","32.58","182","43.91","445","35.83","52","17.01","","","",""
"157126","Monospaced Lovers","game","Nintendo Switch, PC, PlayStation 5","Platform, Scrolling, Side","Scarlet String Studios","Astrolabe Games, Scarlet String Studios","2024-10-31","day","2024","10","31","","","1","30.0","","","1","30.0","","","","","",""
"157128","Barely Working","game","PC","Action, Simulation","Deep Games","Deep Games","0000-00-00","day","0","0","0","1","0.23","","","1","4.0","2","2.12","1","0.23","","","",""
"157141","Asleep - Ato 1","game","Linux, Mac, PC","Adventure, Point-And-Click","Black Hole Games","Nuuvem","2024-05-09","day","2024","5","9","4","2.3","3","3.91","","","7","2.76","4","2.3","","","",""
"157143","Netorious Neighbor Cumming for their Wives!","game","PC","Visual Novel","Miel","Cherry Kiss Games","2022-04-16","day","2022","4","16","","","","","2","0.23","2","0.23","","","","","",""
"157144","Cats of the Song Dynasty","game","PC","Simulation","Catnip Studio","Catnip Studio","2024-09-12","day","2024","9","12","","","","","8","0.16","8","0.16","","","","","",""
"157151","The Red Bell's Lament","game","Nintendo Switch","Visual Novel","Voltage","Voltage","2025-06-05","day","2025","6","5","2","24.64","1","30.67","2","35.96","5","30.52","2","24.64","","","",""
"157155","SEX with HITLER: 2069","game","PC","Shooter, Top-Down, Visual Novel","Adolf Games","Adolf Games","2023-03-24","day","2023","3","24","","","","","1","0.37","1","0.37","","","","","",""
"157160","Pizza Portals","game","NES","","Artix","Artix","2024-08-21","day","2024","8","21","1","0.11","1","0.23","1","0.67","3","0.28","1","0.11","","","",""
"157171","Puzzle Art: Snakes","game","PC","Puzzle","My Label Game Studio","My Label Game Studio","2021-10-06","day","2021","10","6","","","","","1","1.0","1","1.0","","","","","",""
"157173","Pył","game","PC","First-Person, Shooter","Optimus Nexus","Optimus Pascal Multimedia","1999-01-15","day","1999","1","15","","","1","10.35","","","1","10.35","","","","","",""
"157174","Blood Lily Loop","game","PC","Adventure","Sounding Stone, MaouCat Studio","Sounding Stone, RMAsia","2024-09-16","day","2024","9","16","1","0.75","","","3","1.05","4","0.95","1","0.75","","","",""
"157175","Love is in small things","game","Mobile, PC","Hidden Object","LUNOSOFT","LUNOSOFT","2024-08-26","day","2024","8","26","","","","","3","4.9","3","4.9","","","","","",""
"157179","Matchbox Driving Adventures","game","Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S","Action, Adventure, Driving, Racing","Casual Brothers","Outright Games","2024-09-20","day","2024","9","20","2","2.0","","","","","2","2.0","2","2.0","","","",""
"157182","Bad Parenting 1: Mr. Red Face","game","PC","First-Person, Horror, Incremental","2002","2002","0000-00-00","day","0","0","0","14","0.42","2","0.54","3","0.56","19","0.54","14","0.42","","","",""
"157186","Not For Broadcast: Bits of Your Life","dlc/expansion","PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S","First-Person, Full Motion Video (Fmv), Simulation","NotGames","tinyBuild","2023-11-14","day","2023","11","14","2","1.29","3","5.38","","","5","4.32","2","1.29","","","",""
"157189","Barbuta","dlc/expansion","PC","Adventure, Platform, Side","Mossmouth","Mossmouth","2024-09-18","day","2024","9","18","18","3.18","8","3.74","12","5.0","38","3.83","18","3.18","","","",""
"157191","Aquatic Wonder","mod","Linux, Mac, PC","First-Person, Real-Time, Shooter","Doomer Boards community","","2021-06-01","day","2021","6","1","2","1.08","","","","","2","1.08","2","1.08","","","",""
"157207","Turmoil - Deeper Underground","dlc/expansion","Linux, Mac, PC","Simulation, Strategy/Tactical","Gamious","","2024-09-12","day","2024","9","12","1","6.12","","","","","1","6.12","1","6.12","","","",""
"157216","Hidden Dino Cats","game","Linux, PC","Hidden Object","Faithy Games","Faithy Games","2024-08-30","day","2024","8","30","2","0.05","","","12","0.07","14","0.07","2","0.05","","","",""
"157220","The Legend of Zelda: Dungeons of Infinity","hack","PC","Action, Adventure, Roguelike","","","0000-00-00","day","0","0","0","1","14.78","","","","","1","14.78","1","14.78","","","",""
"157221","Hidden Cats In Fallen Leaves Town","game","PC","Hidden Object","Peach Rain","Peach Rain, cdhy interactive","2024-08-06","day","2024","8","6","","","","","3","0.33","3","0.33","","","","","",""
"157224","Dead, But Dreaming","mod","Linux, Mac, PC","First-Person, Real-Time, Shooter","Doomer Boards community","","2020-07-02","day","2020","7","2","2","1.15","","","","","2","1.15","2","1.15","","","",""
"157226","Planet Zoldath","dlc/expansion","PC","Adventure, Top-Down","Mossmouth","Mossmouth","2024-09-18","day","2024","9","18","21","1.26","1","1.43","9","1.94","31","1.35","21","1.26","","","",""
"157228","Waldorf's Journey","dlc/expansion","PC","Arcade, Multidirectional, Platform, Side","Mossmouth","Mossmouth","2024-09-18","day","2024","9","18","22","0.85","3","1.3","12","1.17","37","1.05","22","0.85","","","",""
"157229","Overbold","dlc/expansion","PC","Arcade, Battle Arena, Shooter, Top-Down","Mossmouth","Mossmouth","2024-09-18","day","2024","9","18","11","2.39","","","4","4.04","15","2.6","11","2.39","","","",""
"157230","Hyper Contender","dlc/expansion","PC","Fighting, Platform, Side","Mossmouth","Mossmouth","2024-09-18","day","2024","9","18","15","0.46","5","1.19","6","1.54","26","0.86","15","0.46","","","",""
"157232","Pilot Quest","dlc/expansion","PC","Action, Adventure, Incremental, Top-Down","Mossmouth","Mossmouth","2024-09-18","day","2024","9","18","12","4.02","9","6.21","14","7.73","35","5.95","12","4.02","","","",""
"157239","Gorble","game","PC","Action, Adventure","Leafy Games","Leafy Games","2024-07-26","day","2024","7","26","4","0.21","","","","","4","0.21","4","0.21","","","",""
"157240","Cats in the Forbidden City","game","PC","Hidden Object","Catnip Studio","Catnip Studio","2024-09-12","day","2024","9","12","","","","","1","0.25","1","0.25","","","","","",""
"157241","Voids Vigil","game","PC","Action","caiys","caiys","2024-09-16","day","2024","9","16","2","0.52","","","","","2","0.52","2","0.52","","","",""
"157242","Campanella","dlc/expansion","PC","Arcade, Side","Mossmouth","Mossmouth","2024-09-18","day","2024","9","18","8","2.25","1","2.58","12","2.95","21","2.54","8","2.25","","","",""
"157243","Seaside Drive","dlc/expansion","PC","Arcade, Scrolling, Shooter, Side","Mossmouth","Mossmouth","2024-09-18","day","2024","9","18","8","1.22","","1.78","5","2.34","13","1.69","8","1.22","","","",""
"157244","Fire Emblem: The Morrow's Golden Country","hack","Game Boy Advance","Role-Playing, Strategy/Tactical, Top-Down, Turn-Based","Retina","","2022-05-28","day","2022","5","28","","","3","41.86","","","3","41.86","","","","","",""
"157245","Shotgun Mario 64","hack","Nintendo 64","Platform, Shooter, Third-Person","","","2023-10-22","day","2023","10","22","1","0.31","","","1","4.87","2","2.59","1","0.31","","","",""
"157247","Seasonspree","game","Linux, Mac, Nintendo Switch, PC","Adventure","Kitewing Studio","Kitewing Studio","2024-09-20","day","2024","9","20","","","","","1","2.0","1","2.0","","","","","",""
"157252","Isopod: A Webbed Spin-off","game","PC","Action, Adventure, Incremental, Multidirectional, Platform, Puzzle, Sandbox, Third-Person","Sbug Games","Sbug Games","2025-10-21","day","2025","10","21","","","1","3.6","1","7.25","2","5.42","","","","","",""
"157253","500 Milliliters of /vr/","mod","PC","","","","2021-00-00","day","2021","0","0","1","3.17","","","","","1","3.17","1","3.17","","","",""
